source_,title,address,price,price_per_square_meter,area,rooms,market,buildyng_type,_1st_floor,floors,building_materials,windows,heating,year_of_build,trim_condition,rent,property_type,description,first_desc_title,first_desc,second_desc_title,second_desc,third_desc_title,third_desc,fourth_desc_title,fourth_desc,phone_number
https://www.otodom.pl/pl/oferta/available-now-3-bedrooms-metro-wilanowska-ID42nbX,Available Now! 3 Bedrooms Metro Wilanowska!,"Warszawa, Metro Wilanowska",5 500 zł,N/A,130 m²,4,N/A,apartamentowiec,7,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"This cozy three-bedroom apartment located is in one of the Mokotow apartment buildings - Krolikarnia Residence, near Metro Wilanowska station but hidden among the greenery, which ensures peace and quiet.
Large living room with massive balcony and city view, with dining area and fully equipped kitchen, master bedroom with bathroom ensuite, 2 bedrooms, bathroom, guest toilet, utility room and several closets make this apartment comfortable for easy everyday life. Fully furnished and equipped. Additional balcony. The price includes 1 parking place in the underground garage.
Swimming pool, fitness centre and gym available for the residents. 24/7 security. Few minute walk to metro, buses, trams or shops. Quick access to Galeria Mokotow, international schools and kindergartens. TO VISIT - NOW!TO MOVE IN -1.10.2020!! TO VISIT CALL:",Informacje Dodatkowe,"garaż/miejsce parkingowe
taras",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/piekne-mieszkanie-106-m-na-powislu-ID42lYX,Piękne mieszkanie 106 M na Powiślu,"Warszawa, Śródmieście",5 300 zł,N/A,106 m²,3,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,do zamieszkania,N/A,N/A,"Do wynajęcia nowoczesne mieszkanie o powierzchni 106 m2 na Powiślu. Apartament położony jest na II piętrze, składa się z 3 pokoi, wyposażonej kuchni z jadalnią, pomieszczenia gospodarczego, przedpokoju, łazienki z wc, osobnej toalety i osobnego pomieszczenia z pralką.
Mieszkanie posiada taras o powierzchni 30 m2, na który jest wyjście z obu sypialni.",Informacje Dodatkowe,garaż/miejsce parkingowe,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-61-m-warszawa-ID42lbL,"Mieszkanie, 61 m², Warszawa","Warszawa, Mokotów, al. Wyścigowa",2 600 zł,N/A,61 m²,2,N/A,apartamentowiec,8,12,N/A,N/A,miejskie,2004,N/A,N/A,N/A,"Do wynajęcia piękne i przestronne mieszkanie z klimatyzacją i balkonem, na luksusowym osiedlu tuż obok Toru Wyścigów Konnych ""Służew"".
Balkon wychodzi na dziedziniec. Dobry punkt komunikacyjny: dojazd do centrum ok. 20 minut, do stacji metra 15 minut, 3 min do pętli tramwajowej i przystanków autobusowych, niedaleko Galeria Mokotów oraz zagłębie biurowe. Bardzo cicha okolica z dużą ilością zieleni. Na poziomie 1 w budynku - sklep Carrefour, obok - stacja benzynowa Orlen.
Wyposażenie:
Salon: duży narożnik , fotel z podnóżkiem, RTV + szafka, półki, klimatyzacja.
Sypialnia: podwójne łóżko, stoliki nocne, szafa w zabudowie.
Kuchnia: meble kuchenne, pralka, zmywarka, 4-palnikowa płyta grzewcza, elektryczny piekarnik, czajnik, kuchenka mikrofalowa, lodówko-zamrażarka
Łazienka: wanna z hydro-masażem, umywalka, pralka, WC.",Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
winda
oddzielna kuchnia",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/elegancki-apartament-w-klimacie-lat-20-tych-ID42l4w,Elegancki apartament w klimacie lat 20-tych,"Warszawa, Śródmieście, Lwowska",13 000 zł,N/A,140 m²,5,N/A,kamienica,4,6,N/A,N/A,miejskie,1912,do zamieszkania,N/A,N/A,"Elegancki, utrzymany w klimacie lat 20-tych XX wieku piękny apartament w zabytkowej kamienicy w Centrum.
ENGLISH DESCRIPTION BELOW - PLEASE DO NOT HESITATE TO CONTACT US
Hamilton May ma przyjemność zaprezentować Państwu wyjątkowo piękny apartament w starej kamienicy w Centrum na wynajem.


→ OPIS NIERUCHOMOŚCI
Apartament o powierzchni 140 mkw składa się z salonu z oknami i balkonem od wschodu oraz jadalnią z balkonem od południa.
W apartamencie znajdują się ponad to dwie sypialnie. Sypialnia typu master ma garderobę/pokój gospodarczy (podłączenie do pralki) oraz dedykowaną łazienkę z wanną, dużą kabiną prysznicową oraz bidetem. Druga sypialnia ma dostęp do mniejszej łazienki z kabiną prysznicową.",Wyposażenie,"zmywarka
lodówka
kuchenka",Media,internet,Informacje Dodatkowe,"balkon
winda
oddzielna kuchnia
pom. użytkowe",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-50-m-warszawa-ID42kND,"Mieszkanie, 50 m², Warszawa","Warszawa, Mokotów, Antoniego Odyńca",2 400 zł,N/A,50 m²,2,N/A,blok,3,4,cegła,plastikowe,N/A,1960,do zamieszkania,N/A,N/A,"Mokotów Górny / metro- Racławicka / ul. Odyńca / 2 pok./ 50 mkw / zamykane miejsce postojowe-naziemne / piwnica
Komfortowy, nowoczesny dwupokojowy apartament zaprojektowany przez architekta, świeżo po remoncie. Wszystko nowe!
Wysokie- przestrzenne!!!
MIESZKANIE :
2 pokojowe, przestronne, wysokie - w pełni wyposażone. Sypialnia- duże łózko małżeńskie.
Salon- rozkładana sofa. Kuchnia w pełni wyposażona- zmywarka, lodówka, piekarnik.
Łazienka- prysznic. Mieszkanie z balkonem.
Dla osób niepalących i bez zwierząt.",Informacje Dodatkowe,"balkon
piwnica
garaż/miejsce parkingowe",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/do-wynajecia-kawalerka-w-srodmiesciu-metro-ID42jIu,"Do wynajęcia kawalerka w Śródmieściu, metro","Warszawa, Centrum, Wojciecha Górskiego",1 600 zł,N/A,30 m²,1,N/A,kamienica,2,5,cegła,N/A,miejskie,1912,do zamieszkania,N/A,N/A,"Do wynajęcia kawalerka w Śródmieściu, blisko stacji metra Uniwersytet. Mieszkanie znajduje się w oficynie przedwojennej kamienicy, jest odnowione, kuchnia wyposażona (lodówka, piekarnik, zmywarka), w łazience prysznic i pralka.
Cena 1600,- miesięcznie + opłaty licznikowe.
Kawalerka cicha, jasna, do stacji metra niecałe 200 m.
Kaucja 1-miesięczna.
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",Informacje Dodatkowe,piwnica,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/swietne-mieszkanie-do-wynajecia-2pok-ostrobramska-ID42jco,"Świetne mieszkanie do wynajęcia-2pok, Ostrobramska","Warszawa, Praga-Południe, Ostrobramska",2 400 zł,N/A,48 m²,2,N/A,blok,2,5,cegła,N/A,miejskie,2015,do zamieszkania,N/A,N/A,"Do wynajęcia zadbane, przestronne 2 pokojowe mieszkanie znajdujące się w nowym apartamentowcu przy ulicy Ostrobramskiej 126 na warszawskiej Pradze Południe.
Nieruchomość mieści się na 2 piętrze w budynku z windą. Teren osiedla jest zamknięty i monitorowany 24h. Bezpieczeństwa strzeże firma ochroniarska.
Powierzchnia całkowita mieszkania to 48m2 na które składają się: salon z aneksem kuchennym, sypialnia, łazienka, przedpokój oraz 14-metrowy taras z widokiem na cichą uliczkę.
Nieruchomość została odświeżona po poprzednim Najemcy.
Do mieszkania przynależy miejsce postojowe na parkingu podziemnym, płatne dodatkowo.
Apartament usytuowany jest w doskonałej lokalizacji, tylko 15 minut zajmuje dojazd autem do centrum miasta natomiast do Metra Politechnika można dotrzeć w 10 minut.",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,"garaż/miejsce parkingowe
winda",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/po-remoncie-galeria-mokotow-3min-metro-sluzew-ID40HDK,"Po remoncie, Galeria Mokotów 3min, Metro Służew","Warszawa, Mokotów, Niegocińska",2 000 zł,N/A,37 m²,2,N/A,N/A,3,4,N/A,plastikowe,miejskie,1969,N/A,N/A,N/A,"BEZ PROWIZJI OD NAJEMCY.
WOLNE OD KWIETNIA 2021 R.
W pobliżu Galeria Mokotów, Mordor i Metro Służew.
Przytulne dwupokojowe mieszkanie, po remoncie sprzed 5 lat, w pełni umeblowane i bardzo zadbane.
Pokój dzienny 16m2 , kuchnia 5m2, sypialnia 11m2, łazienka z wc 3m2 oraz piwnica.
Meble: rozkładana sofa, stolik okolicznościowy regały, komoda,fotel, wersalka, dwie szafy, pralka oraz meble kuchenne z agd. TV LCD - do uzgodnienia.",Zabezpieczenia,domofon / wideofon,Informacje Dodatkowe,piwnica,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/wola-46-m2-2-osobne-pokoje-bez-mebli-ID42j4q,* Wola * 46 m2* 2 osobne pokoje* bez mebli *,"Warszawa, Wola, Żytnia",800 zł,N/A,"45,76 m²",2,N/A,blok,3,3,cegła,plastikowe,miejskie,1965,do zamieszkania,N/A,N/A,"** PROMOCJA - czynsz najmu do 31 marca 800 zł. **
Oferujemy do wynajęcia dwupokojowe mieszkanie (45,76 m2), położone przy ul. Żytnia na warszawskiej Woli. Mieszkanie składa się z dwóch osobnych pokoi, kuchni, łazienki z kabiną prysznicową oraz przedpokoju. Mieszkanie przeszło remont kapitalny i jest w bardzo dobrym stanie sanitarnym i technicznym. Mieszkanie jest funkcjonalne, i wyposażone w sprzęt AGD (pralka, zmywarka, lodówka z zamrażalnikiem, płyta elektryczna z piekarnikiem elektrycznym i okapem).
Budynek z lat sześćdziesiątych po termoizolacji, dobrze utrzymany położony wśród zieleni.
W sąsiedztwie doskonale rozwinięta infrastruktura miejska - małe sklepy różnej specjalności, blisko głównych szlaków komunikacyjnych.
Koszt najmu
* czynsz najmu do 31 marca 800 zł.
* czynsz najmu od 1 kwietnia 1600 zł.
* czynsz administracyjny - 501 zł.
* dodatkowy koszt stanowią opłaty za energię elektryczną oraz za zużytą wodę (rozliczenie mediów wg. wskazań liczników).",Informacje Dodatkowe,oddzielna kuchnia,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/2-pok-bagno-2-atelier-residence-ID42j18,2 pok. Bagno 2 Atelier Residence,"Warszawa, Śródmieście, Bagno",3 800 zł,N/A,"47,70 m²",2,N/A,apartamentowiec,3,7,N/A,N/A,N/A,2002,do zamieszkania,N/A,N/A,"Mieszkanie w Atelier Residence. wykonane w najwyższym standardzie: szafki w kuchni podnoszone na pilota, armatura w łazience: Villeroy Boch, prysznic (deszczownica), ogrzewana podłoga. Drewniany parkiet orzecha amerykańskiego. Wystrój designerski. Łózko, szafy - robione na zamówienie. Oświetlenie projektowane na zamówienie. Mieszkanie jest ciche, ponieważ okna wychodzą na wewnętrzna cześć budynku, nie na ulice. (plus 400 zł garaż i opłaty licznikowe)
Prezentowane przez Bracia Strzelczyk Sp. z o. o oferty nie są ofertami w rozumieniu Kodeksu Cywilnego, lecz mają charakter informacyjny.",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,"garaż/miejsce parkingowe
oddzielna kuchnia",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/eleganckie-3-pokoje-blisko-stacji-metra-kabaty-ID42i0U,Eleganckie 3 pokoje blisko stacji metra Kabaty,"Warszawa, Ursynów, al. Komisji Edukacji Narodowej",3 599 zł,N/A,"76,40 m²",3,N/A,blok,3,6,cegła,N/A,miejskie,2002,do zamieszkania,N/A,N/A,"Atrakcyjne trzypokojowe mieszkanie o powierzchni ok 76m2 położone blisko stacji metra Kabaty.
Składa się z dwóch pokoi, kuchni otwartej na salon, łazienki z wanną i wc.
Mieszkanie w pełni wyposażone w sprzęty AGD i częściowo umeblowane (istnieje możliwość wstawienia kanapy narożnika do pokoju dziennego). Ekspozycja okien - dwóch pokoi (sypialni) na płd-wsch a salonu i kuchni na płn-zach. Do mieszkania przynależą dwa miejsca postojowe w garażu podziemnym na poziomie 0.
Dodatkowo istnieje możliwość wynajęcia wyposażonej w szafy, ogrzewanej piwnicy o powierzchni 12m2 za kwotę 220 pln miesięcznie.
Pieski ewentualnie mogą też zamieszkać.
Cena najmu 3600 pln plus opłaty za media wg liczników (woda, ogrzewanie oraz energia elektryczna), wywóz śmieci; jednomiesięczna kaucja.
Najem okazjonalny.
Zapraszam do oglądania: Grzegorz tel 728 967 804",Wyposażenie,meble,Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
piwnica
garaż/miejsce parkingowe
winda",N/A
https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-bliskiej-ochocie-ID42gIh,Komfortowe mieszkanie na bliskiej Ochocie,"Warszawa, Ochota, Juliana Ursyna Niemcewicza",2 250 zł,N/A,40 m²,2,N/A,apartamentowiec,10,16,N/A,N/A,miejskie,2003,do zamieszkania,N/A,N/A,"Komfortowe mieszkanie na bliskiej Ochocie [NA WYŁĄCZNOŚĆ]
ENGLISH DESCRIPTION BELOW - PLEASE DO NOT HESITATE TO CONTACT US
Hamilton May prezentuje komfortowe mieszkanie o świetnym rozkładzie pomieszczeń.


→ OPIS NIERUCHOMOŚCI
Funkcjonalne, słoneczne mieszkanie, a w nim przestronny salon połączony z kuchnią, sypiania, łazienka oraz przedpokój. Mieszkanie charakteryzuję się dobrym rozkładem a duże okna gwarantują optymalne nasłonecznienie przez cały dzień.",Wyposażenie,"zmywarka
lodówka
meble
kuchenka
pralka",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,"garaż/miejsce parkingowe
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/piekny-apartament-srodmiescie-powisle-ID42gGd,Piękny apartament Śródmieście (Powiśle),"Warszawa, mazowieckie",7 000 zł,N/A,50 m²,2,N/A,N/A,3,6,N/A,N/A,N/A,2007,do zamieszkania,N/A,N/A,"Luksusowy, w pełni wyposażony, dwupokojowy apartament na Powiślu. Ekskluzywny budynek z recepcją i całodobową ochroną na osiedlu Patria. Prestiżowa lokalizacja w samym centrum Warszawy, sąsiedztwo zielonych parków i placu Trzech Krzyży. Bardzo wysoki standard wykończenia mieszkania. Przestronny salon z aneksem kuchennym i tarasem. Nowoczesna sypialnia z dużym łóżkiem. Łazienka z prysznicem i ogrzewaniem podłogowym. Zabudowa w wysokim połysku, sprzęty firmy Miele, granitowe blaty, batrie firmy Dorn Bracht. Do apartamentu przynależy miejsce parkingowe w garażu podziemnym oraz komórka zlokalizowana przy mieszkaniu. Do dyspozycji mieszkańców osiedla wewnętrzne zielone patio z fontanną i placem zabaw dla dzieci. Wokół dużo parków, popularnych restauracji i sklepów. Szybki i łatwy dojazd do centrum.",Zabezpieczenia,monitoring / ochrona,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/wyjatkowy-100-metrowy-apartament-ID42dym,Wyjątkowy 100 metrowy apartament,"Warszawa, Wola",8 700 zł,N/A,98 m²,3,N/A,N/A,8,9,N/A,N/A,N/A,N/A,do zamieszkania,N/A,N/A,"To miejsce, gdzie luksus spotyka się z estetyką i stylem.
Apartament składa się z przestronnego salonu z kinem domowym i spełniającym najbardziej wyszukane życzenia
barkiem, połączonym z doskonale wyposażoną kuchnią. Z salonu przechodzi się do eleganckiej sypialni oraz do gabinetu, którego przeszklone ściany zapewniają wyjątkowy widok na miasto. Całości dopełnia przestronna loggia, idealna do wieczornego odpoczynku.
Wszystkie sprzęty AGD i RTV w apartamencie są najwyższej jakości, firm Bosch, Siemens, Samsung. Telewizor 85 cali 4K, telewizja kablowa UPC z pakietem premium oraz system nagłośnienia Sonos oferują wyjątkowe przeżycia wizualne i dźwiękowe. Internet ma najwyższą dostępną na rynku szybkość łącza 600Mb/s. Dla pełnego komfortu w mieszkaniu zainstalowany jest system Inteligentnego Sterowania Smart
Home firmy Fibaro.
Do niewątpliwych atutów mieszkania należą dwa miejsca parkingowe w garażu podziemnym. Bardzo wygodny jest również dojazd do centrum miasta komunikacją miejską, nieopodal budynku znajduje się przystanek autobusowy i nieco dalej tramwajowy.",Informacje Dodatkowe,garaż/miejsce parkingowe,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-projekt-restaura-goskiego-ID41EhW,"Luksusowe mieszkanie, projekt ""Restaura Góskiego""","Warszawa, Śródmieście",7 300 zł,N/A,89 m²,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Apartament wykończony w wysokim standardzie położony w samym Centrum Warszawy w prestiżowej inwestycji „Restaura Górskiego”.
Układ pomieszczeń:
-Salon z wyjściem na loggię (klimatyzacja)
-Kuchnia półotwarta na salon
-Sypialnia master z łazienką z wanną i garderobą (klimatyzacja),
-Sypialnia gościnna (klimatyzacja),",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,"klimatyzacja
balkon
garaż/miejsce parkingowe
winda",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-z-widokiem-w-kamienicy-ordynacka-ID41Eab,"Mieszkanie z widokiem w ""Kamienicy Ordynacka""","Warszawa, Śródmieście, Okólnik 11",3 900 zł,N/A,48 m²,2,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Jasne, ciche mieszkanie z pięknym widokiem zlokalizowane w prestiżowej okolicy, w nowocześnie zaadaptowanej i zrewitalizowanej „Kamienicy Ordynacka” przy ulicy Okólnik 11.
Pełne umeblowanie i wyposażenie, idealny wybór dla singla lub pary. Okolica obfituje w restauracje, sklepy, usługi a także umożliwia szybki dostęp do metra, komunikacji miejskiej, Bulwarów Wiślanych, Starego Miasta. Wysokie piętro, winda. Widok na prawą stronę Warszawy - m.in. Stadion Narodowy, Muzeum Chopina.
Układ pomieszczeń:
-salon połączony z kuchnią,",Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
pralka",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,winda,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/srodmiescie-2-pokoje-39-m2-ul-stawki-ID42b3Z,Śródmieście 2 pokoje 39 m2 ul. Stawki,"Warszawa, Śródmieście, Stawki",2 300 zł,N/A,39 m²,2,N/A,apartamentowiec,6,6,cegła,N/A,miejskie,2008,do zamieszkania,N/A,N/A,"Do wynajęcia bardzo ładne i nowocześnie urządzone mieszkanie do wy na nowym Osiedlu Inflancka. Mieszkanie dwupokojowe z łazienką (wanna): aneks z salonem + sypialnia. Piętro 6 w bloku 6 piętrowym. Okna wychodzą na teren osiedla. Bardzo blisko metro (5 min. na piechotę), centrum handlowe Arkadia, bardzo dobre połączenia komunikacyjne.
Zapraszam do prezentacji.
Cena najmu: 2300 zł + 300zł czynsz + opłaty
Możliwość wynajęcia garażu - 250 ZŁ
Poleca Tomasz Rubinkiewicz
tel. 601 401 401",Wyposażenie,meble,Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet",Informacje Dodatkowe,winda,N/A
https://www.otodom.pl/pl/oferta/komfortowe-duze-mieszkanie-marina-mokotow-ID41WDU,"Komfortowe, duże mieszkanie - Marina mokotów !","Warszawa, Mokotów",6 500 zł,N/A,115 m²,4,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Polecamy komfortowe mieszkanie na prestiżowym i lubianym osiedlu Marina Mokotów. 
115 m2 oferuje :
- salon z wyjściem na taras z widokiem na niczym nieograniczoną panoramę Warszawy,
- w pełni wyposażoną kuchnię, 
- 3 duże sypialnie ,
- 2 łazienki, wc i garderobę. ",Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-na-pradze-39m2-ID428oD,Stylowe mieszkanie na Pradze 39m2,"Warszawa, Praga-Północ",2 750 zł,N/A,39 m²,2,N/A,kamienica,4,5,N/A,N/A,N/A,2018,do zamieszkania,N/A,N/A,"ROZKŁAD:
W skład mieszkania wchodzą: przestronny salon, sypialnia, kuchnia w aneksie, łazienka oraz przedpokój. Dodatkowym atutem jest taras biegnący wzdłuż całego mieszkania z dwoma wyjściami - z salonu i z sypialni.
STANDARD I ELEMENTY WYPOSAŻENIA:
Kuchnia w pełni wyposażona w sprzęt AGD: płytę indukcyjną, piekarnik, zmywarkę oraz lodówkę. Między salonem a sypialnią znajduje się ciąg pojemnych szaf. Sypialnia z podwójnym łóżkiem i wygodnym materacem. W salonie rozkładana, stylowa sofa. Łazienka z oknem, wyposażona w wannę, umywalkę i wc, wykończona marmurem. W całym mieszkaniu eleganckie oświetlenie. Mieszkanie zlokalizowane jest na 4 piętrze. Kamienica wyposażona jest w nowoczesną windę, na dole klimatyczne patio otoczone kamienicami.
LOKALIZACJA:
Budynek zlokalizowany jest przy ul. Środkowej. To modne i rozwijające się miejsce, chętnie wybierane przez artystów, ludzi kultury i przedstawicieli wolnych zawodów. Przyciąga ludzi otwartych, szukających miejsca z „duszą”. Kawiarnie i restauracje, sklepy, centrum handlowe są na wyciągnięcie ręki. Obok znajduje się Park Praski i tereny zielone nad Wisłą – miejsca idealne na spacery, czy przejażdżki rowerowe.W pobliżu stacja metra - METRO SZWEDZKA, do której dojdziemy w 5 min. (450m)",Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/designerski-apartament-na-mokotowie-ID427Nj,Designerski apartament na Mokotowie,"Warszawa, Mokotów, Stanisława Kierbedzia",5 000 zł,N/A,62 m²,3,N/A,apartamentowiec,3,6,N/A,N/A,miejskie,2018,do zamieszkania,N/A,N/A,"Unikatowy, designerski apartament z dwoma sypialniami zlokalizowany na Dolnym Mokotowie
ENGLISH DESCRIPTION BELOW - PLEASE DO NOT HESITATE TO CONTACT US
Hamilton May prezentuje niezwykle designerski apartament z narożnym tarasem w dogodnej lokalizacji na Mokotowie.


→ OPIS NIERUCHOMOŚCI
Apartament o powierzchni 62m2 usytuowany jest na 3 pietrze budynku. Składa się z przestronnego salonu połączonego z wyjściem na taras i z aneksem kuchennym, dwóch sypialni, łazienki oraz holu. Do mieszkania przynależy narożny taras o powierzchni 25m2. Apartament wykończono w wysokim standardzie: wysokiej klasy płytki ceramiczne, sprzęt w kuchni (piekarnik, płyta indukcyjna, zmywarka) marki Boch, w salonie obrotowy telewizor, w przedpokoju duża wbudowana szafa, łazienka wyposażona w bardzo dużą, wygodną kabinę walk-in. Lokal posiada duże okna, które zapewniają bardzo dobre doświetlenie wnętrza. Do mieszkania przynależy jedno miejsce postojowe w garażu podziemnym.",Wyposażenie,"zmywarka
lodówka
meble
kuchenka
pralka",Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda
taras",N/A
https://www.otodom.pl/pl/oferta/nowoczesny-apartament-chodkiewicza-bialy-kamien-ID427yX,"Nowoczesny Apartament Chodkiewicza, Biały Kamień","Warszawa, Mokotów, Karola Chodkiewicza",5 400 zł,N/A,81 m²,3,N/A,apartamentowiec,3,7,cegła,N/A,miejskie,2008,N/A,N/A,N/A,"Gustowny, piękny, jasny przestronny apartament na osiedlu Eko Park tuż przy parku Żołnierzy Radzieckich i Polu Mokotowskim.

Apartament został zaprojektowany przez architekta z dbałością o każdy detal.
Trzypokojowy apartament 81 mkw, na 3 piętrze w osiedlu Eko park . Cicha, elegancka i zielona okolica, w samym centrum Warszawy. Teren wokół osiedla jest zamknięty z całodobową ochroną i monitoringiem.

Mieszkanie wykończone jest w najwyższym standardzie. Apartament jest w całości wyposażony (spora część nowych mebli/sprzętów)
Składa się z Salonu z aneksem kuchennym,  dwóch łazienek, dwóch sypialni. W salonie znajduje się duża loggia.

W pobliżu sklepy, punkty usługowe, apteka, 2 duże parki, ogrody działkowe, komunikacja miejska, metro. Do mieszkania przynależy jedno miejsce w garażu podziemnym płatne dodatkowo.

Mieszkanie idealne dla ludzi ceniących sobie spokój, bliskość centrum Warszawy oraz wysoki komfort mieszkania.

Opłaty: 5400pln + media
Miejsce postojowe 300",Zabezpieczenia,"drzwi / okna antywłamaniowe
teren zamknięty
domofon / wideofon
monitoring / ochrona",Media,"telewizja kablowa
internet",Informacje Dodatkowe,"garaż/miejsce parkingowe
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/warszawa-targowek-brodno-ul-torunska-ID423nw,"Warszawa Targówek, Bródno, ul. Toruńska","Warszawa, Targówek, Bródno, Toruńska",2 450 zł,N/A,"54,50 m²",4,N/A,blok,4,4,wielka płyta,plastikowe,miejskie,1968,do zamieszkania,540 zł,N/A,"4 pokoje, wolne od zaraz!

NIERUCHOMOŚĆ:
Na te 4-pokojowe mieszkanie o powierzchni 54,5 m2 na 4-tym piętrze bez windy składają się:
- pokój dzienny (ok. 15 m2), ekspozycja okien północno-zachodnia
- pokój 2 (ok. 11 m2), ekspozycja okien południowo-wschodnia
- pokój 3 (ok. 10 m2), ekspozycja okien południowo-wschodnia",Wyposażenie,"lodówka
piekarnik
kuchenka",Zabezpieczenia,"drzwi / okna antywłamaniowe
domofon / wideofon",Informacje Dodatkowe,"balkon
piwnica
oddzielna kuchnia",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/piekny-apartament-w-miasteczku-wilanow-ID421CN,Piękny apartament w Miasteczku Wilanów,"Warszawa, Wilanów",5 500 zł,N/A,75 m²,4,N/A,N/A,1,3,N/A,N/A,N/A,2015,do zamieszkania,N/A,N/A,"Do wynajęcia 4 pokojowe mieszkanie w Wilanowie z kompletnym wyposażeniem.
Apartament składa się z salonu połączonego z kuchnią, 3 sypialni, łazienki z wanną i dużego balkonu.
Do apartamentu przynależy miejsce postojowe oraz piwnica.",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,garaż/miejsce parkingowe,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/plac-grzybowski-kawalerka-typu-studio-34-m2-ID421is,*Plac Grzybowski* kawalerka typu studio * 34 m2 *,"Warszawa, Śródmieście, Emilii Plater",1 300 zł,N/A,"34,43 m²",1,N/A,blok,5,5,cegła,plastikowe,miejskie,1950,do zamieszkania,N/A,N/A,"*Plac Grzybowski* przestronna kawalerka typu studio * 34 m2 *
** do objęcia od zaraz **
Oferujemy do wynajęcia wyremontowane, ciche jednopokojowe mieszkanie (34,43 m2), położone w Śródmieściu w bardzo dobrze utrzymanym budynku z lat pięćdziesiątych. Mieszkanie przesz składa się z pokoju, aneksu kuchennego, łazienki z wanną i przedpokoju z dużą szafą w stałej zabudowie. Mieszkanie jest funkcjonalne, umeblowane (meble kuchenne w stałej zabudowie) i wyposażone w sprzęt AGD (pralka, lodówka
z zamrażarką, płyta gazowa z okapem, piekarnik elektryczny i kuchenka mikrofalowa). W ostatnich dniach mieszkanie zostało starannie odmalowane i jest w bardzo dobrym stanie sanitarnym i technicznym.
W sąsiedztwie zieleń Placu Grzybowskiego i pobliskiego Parku Saskiego, bardzo dobrze rozwinięta infrastruktura miejska, bliskość głównych szlaków komunikacyjnych - stacja metro Świętokrzyska i linie tramwajowe i autobusowe w odległości 5 minutowego spaceru.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
